step,decision,stroke_index,teacher_stroke_index,action_match,predicted_improvement,actual_improvement,teacher_best_improvement,action_regret,prediction_error,prediction_absolute_error,error_before,error_after,repeated_action_count,premature_stop
0,stroke,363,251,False,0.03325147554278374,0.03438401222229004,0.03470206260681152,0.0003180503845214844,-0.0011325366795063019,0.0011325366795063019,0.33103492856025696,0.2966509163379669,1,
1,stroke,747,763,False,0.03317159414291382,0.03438404202461243,0.03470209240913391,0.0003180503845214844,-0.0012124478816986084,0.0012124478816986084,0.2966509163379669,0.2622668743133545,1,
2,stroke,107,123,False,0.0249178484082222,0.024151399731636047,0.024935483932495117,0.0007840842008590698,0.0007664486765861511,0.0007664486765861511,0.2622668743133545,0.23811547458171844,1,
3,stroke,1003,1019,False,0.021907169371843338,0.024151429533958435,0.024935483932495117,0.0007840543985366821,-0.002244260162115097,0.002244260162115097,0.23811547458171844,0.21396404504776,1,
4,stroke,590,174,False,0.016333747655153275,0.01568657159805298,0.01842355728149414,0.002736985683441162,0.000647176057100296,0.000647176057100296,0.21396404504776,0.19827747344970703,1,
5,stroke,286,174,False,0.01617828756570816,0.018067359924316406,0.01842355728149414,0.0003561973571777344,-0.0018890723586082458,0.0018890723586082458,0.19827747344970703,0.18021011352539062,1,
6,stroke,670,814,False,0.014337883330881596,0.0180673748254776,0.01842355728149414,0.00035618245601654053,-0.0037294914945960045,0.0037294914945960045,0.18021011352539062,0.16214273869991302,1,
7,stroke,46,190,False,0.012262015603482723,0.014951109886169434,0.016090720891952515,0.001139611005783081,-0.0026890942826867104,0.0026890942826867104,0.16214273869991302,0.1471916288137436,1,
8,stroke,830,830,True,0.011496935971081257,0.01519438624382019,0.01519438624382019,0.0,-0.0036974502727389336,0.0036974502727389336,0.1471916288137436,0.1319972425699234,1,
9,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,1,
10,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,2,
11,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,3,
12,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,4,
13,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,5,
14,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,6,
15,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,7,
16,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,8,
17,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,9,
18,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,10,
19,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,11,
20,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,12,
21,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,13,
22,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,14,
23,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,15,
24,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,16,
25,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,17,
26,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,18,
27,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,19,
28,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,20,
29,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,21,
30,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,22,
31,stroke,46,379,False,0.009817120619118214,0.0,0.012902118265628815,0.012902118265628815,0.009817120619118214,0.009817120619118214,0.1319972425699234,0.1319972425699234,23,
